contexto,modelo,clase,parametro,valor,valor_por_defecto,escrito_en_codigo,coincide_con_default,origen,criterio_anterior,archivos_fuente
"src/config.py, src/experimentos.py, src/no_supervisado.py, src/interpretabilidad.py, src/evaluacion_final.py, src/features.py",Constantes del protocolo,constante,OBJETIVO_SMOTE (tamaño al que se elevan las clases minoritarias),20000,,True,False,explícito,explícito,
"src/config.py, src/experimentos.py, src/no_supervisado.py, src/interpretabilidad.py, src/evaluacion_final.py, src/features.py",Constantes del protocolo,constante,OBJETIVO_BENIGN (tamaño al que se reduce BENIGN en el submuestreo),200000,,True,False,explícito,explícito,
"src/config.py, src/experimentos.py, src/no_supervisado.py, src/interpretabilidad.py, src/evaluacion_final.py, src/features.py",Constantes del protocolo,constante,N_SUBMUESTRA_LOF,50000,,True,False,explícito,explícito,
"src/config.py, src/experimentos.py, src/no_supervisado.py, src/interpretabilidad.py, src/evaluacion_final.py, src/features.py",Constantes del protocolo,constante,N_VALIDACION_PERMUTACION,300000,,True,False,explícito,explícito,
"src/config.py, src/experimentos.py, src/no_supervisado.py, src/interpretabilidad.py, src/evaluacion_final.py, src/features.py",Constantes del protocolo,constante,CUANTILES_UMBRAL_IF,"[0.005, 0.01, 0.02]",,True,False,explícito,explícito,
"src/config.py, src/experimentos.py, src/no_supervisado.py, src/interpretabilidad.py, src/evaluacion_final.py, src/features.py",Constantes del protocolo,constante,UMBRAL_BOT,0.999,,True,False,explícito,explícito,
"src/config.py, src/experimentos.py, src/no_supervisado.py, src/interpretabilidad.py, src/evaluacion_final.py, src/features.py",Constantes del protocolo,constante,FEATURES_IDENTIFICADORAS,['Destination Port'],,True,False,explícito,explícito,
"src/config.py, src/experimentos.py, src/no_supervisado.py, src/interpretabilidad.py, src/evaluacion_final.py, src/features.py",Constantes del protocolo,constante,Umbral de colinealidad |r|,0.95,,True,False,explícito,explícito,
"src/config.py, src/experimentos.py, src/no_supervisado.py, src/interpretabilidad.py, src/evaluacion_final.py, src/features.py",Constantes del protocolo,constante,Muestra para la correlación (train),500000,,True,False,explícito,explícito,
"src/config.py, src/experimentos.py, src/no_supervisado.py, src/interpretabilidad.py, src/evaluacion_final.py, src/features.py",Constantes del protocolo,constante,version_sklearn (metadatos.json),'1.9.0',,True,False,explícito,explícito,
