score_iforest,clase
-0.3465863,BENIGN
-0.34121418,BENIGN
-0.3973668,BENIGN
-0.3757826,BENIGN
-0.36551693,BENIGN
-0.35966265,BENIGN
-0.3550732,BENIGN
-0.34801662,BENIGN
-0.3416223,BENIGN
-0.3482345,BENIGN
-0.360421,BENIGN
-0.37126318,BENIGN
-0.35389856,BENIGN
-0.35044804,BENIGN
-0.34253213,BENIGN
-0.34776652,BENIGN
-0.37175158,BENIGN
-0.35455754,BENIGN
-0.35940084,BENIGN
-0.34331816,BENIGN
-0.33787286,BENIGN
-0.36411795,BENIGN
-0.34916782,BENIGN
-0.33444273,BENIGN
-0.34528574,BENIGN
-0.5369564,BENIGN
-0.4998834,BENIGN
-0.42302802,BENIGN
-0.3336585,BENIGN
-0.44914395,BENIGN
-0.51537675,BENIGN
-0.34772837,BENIGN
-0.39821026,BENIGN
-0.39689204,BENIGN
-0.3535642,BENIGN
-0.36574402,BENIGN
-0.33820117,BENIGN
-0.39295456,BENIGN
-0.43512997,BENIGN
-0.33470732,BENIGN
-0.34897575,BENIGN
-0.3612479,BENIGN
-0.34574112,BENIGN
-0.38712475,BENIGN
-0.34147072,BENIGN
-0.41497383,BENIGN
-0.36640048,BENIGN
-0.35680622,BENIGN
-0.34696224,BENIGN
-0.35817125,BENIGN
-0.3395634,BENIGN
-0.38407475,BENIGN
-0.3505099,BENIGN
-0.5555034,BENIGN
-0.38473573,BENIGN
-0.3492394,BENIGN
-0.34356502,BENIGN
-0.5759692,BENIGN
-0.36414835,BENIGN
-0.4426004,BENIGN
-0.42785284,BENIGN
-0.3427379,BENIGN
-0.39206198,BENIGN
-0.33377174,BENIGN
-0.35534677,BENIGN
-0.38948348,BENIGN
-0.39500418,BENIGN
-0.45186162,BENIGN
-0.3360721,BENIGN
-0.34069318,BENIGN
-0.35162768,BENIGN
-0.3743054,BENIGN
-0.35763973,BENIGN
-0.349601,BENIGN
-0.34470144,BENIGN
-0.43673465,BENIGN
-0.33975232,BENIGN
-0.34164816,BENIGN
-0.40054834,BENIGN
-0.34169665,BENIGN
-0.3678156,BENIGN
-0.348713,BENIGN
-0.3851228,BENIGN
-0.3356005,BENIGN
-0.55541456,BENIGN
-0.43625918,BENIGN
-0.3647561,BENIGN
-0.36776084,BENIGN
-0.35767922,BENIGN
-0.39110896,BENIGN
-0.3697992,BENIGN
-0.34259415,BENIGN
-0.36947218,BENIGN
-0.3363432,BENIGN
-0.45706567,BENIGN
-0.37033793,BENIGN
-0.369599,BENIGN
-0.5034641,BENIGN
-0.3907459,BENIGN
-0.34662384,BENIGN
-0.35268372,BENIGN
-0.3510983,BENIGN
-0.39435896,BENIGN
-0.36588228,BENIGN
-0.34200755,BENIGN
-0.3860368,BENIGN
-0.36200273,BENIGN
-0.44965956,BENIGN
-0.34149945,BENIGN
-0.34152207,BENIGN
-0.36074284,BENIGN
-0.34110856,BENIGN
-0.34174147,BENIGN
-0.4864821,BENIGN
-0.49703848,BENIGN
-0.3539613,BENIGN
-0.33832848,BENIGN
-0.33869076,BENIGN
-0.34048146,BENIGN
-0.46008036,BENIGN
-0.35563597,BENIGN
-0.37765095,BENIGN
-0.3435422,BENIGN
-0.43259922,BENIGN
-0.3373417,BENIGN
-0.33456472,BENIGN
-0.33817905,BENIGN
-0.35138062,BENIGN
-0.34236974,BENIGN
-0.37553504,BENIGN
-0.36437026,BENIGN
-0.39177376,BENIGN
-0.35289073,BENIGN
-0.33539695,BENIGN
-0.37188807,BENIGN
-0.34019852,BENIGN
-0.36817783,BENIGN
-0.35294053,BENIGN
-0.3526823,BENIGN
-0.3721741,BENIGN
-0.4128695,BENIGN
-0.39350405,BENIGN
-0.37129736,BENIGN
-0.51774925,BENIGN
-0.37421596,BENIGN
-0.33899525,BENIGN
-0.34253222,BENIGN
-0.33592924,BENIGN
-0.46198216,BENIGN
-0.3805315,BENIGN
-0.34067124,BENIGN
-0.35558957,BENIGN
-0.37350744,BENIGN
-0.34759185,BENIGN
-0.373228,BENIGN
-0.34723416,BENIGN
-0.37103882,BENIGN
-0.3322568,BENIGN
-0.37215343,BENIGN
-0.3398295,BENIGN
-0.3364072,BENIGN
-0.3489623,BENIGN
-0.44795275,BENIGN
-0.3388003,BENIGN
-0.37115043,BENIGN
-0.41159913,BENIGN
-0.45232332,BENIGN
-0.5832495,BENIGN
-0.33696318,BENIGN
-0.40139964,BENIGN
-0.40431723,BENIGN
-0.37468728,BENIGN
-0.4018135,BENIGN
-0.35365522,BENIGN
-0.350434,BENIGN
-0.3373085,BENIGN
-0.56992805,BENIGN
-0.449966,BENIGN
-0.34346533,BENIGN
-0.3333321,BENIGN
-0.35737878,BENIGN
-0.6314949,BENIGN
-0.42792907,BENIGN
-0.4011407,BENIGN
-0.3466668,BENIGN
-0.3804847,BENIGN
-0.33544412,BENIGN
-0.350918,BENIGN
-0.35822195,BENIGN
-0.3464099,BENIGN
-0.35138753,BENIGN
-0.3660647,BENIGN
-0.36945823,BENIGN
-0.3481976,BENIGN
-0.5151662,BENIGN
-0.44769654,BENIGN
-0.35192394,BENIGN
-0.34980512,BENIGN
-0.3365206,BENIGN
-0.45972034,BENIGN
-0.3458654,BENIGN
-0.38908637,BENIGN
-0.39401272,BENIGN
-0.36828464,BENIGN
-0.35707605,BENIGN
-0.3957806,BENIGN
-0.35841492,BENIGN
-0.3866324,BENIGN
-0.5887337,BENIGN
-0.37231535,BENIGN
-0.34332985,BENIGN
-0.4324472,BENIGN
-0.34674907,BENIGN
-0.3443728,BENIGN
-0.34389582,BENIGN
-0.36138204,BENIGN
-0.4490139,BENIGN
-0.3455292,BENIGN
-0.33973193,BENIGN
-0.65144795,BENIGN
-0.4540153,BENIGN
-0.34095618,BENIGN
-0.69670624,BENIGN
-0.35934097,BENIGN
-0.35744137,BENIGN
-0.52744436,BENIGN
-0.37124327,BENIGN
-0.3411255,BENIGN
-0.3752613,BENIGN
-0.43686205,BENIGN
-0.39901748,BENIGN
-0.35035267,BENIGN
-0.42026728,BENIGN
-0.3334122,BENIGN
-0.5025595,BENIGN
-0.36233726,BENIGN
-0.42579895,BENIGN
-0.33471796,BENIGN
-0.3451381,BENIGN
-0.40525803,BENIGN
-0.35809812,BENIGN
-0.36447003,BENIGN
-0.37957457,BENIGN
-0.33768958,BENIGN
-0.3694808,BENIGN
-0.4603705,BENIGN
-0.339427,BENIGN
-0.41478372,BENIGN
-0.5893874,BENIGN
-0.34057587,BENIGN
-0.34392542,BENIGN
-0.39556155,BENIGN
-0.3678877,BENIGN
-0.36975917,BENIGN
-0.36684513,BENIGN
-0.37432617,BENIGN
-0.46188512,BENIGN
-0.4062285,BENIGN
-0.36341837,BENIGN
-0.39538544,BENIGN
-0.34299994,BENIGN
-0.36491287,BENIGN
-0.39235348,BENIGN
-0.46781245,BENIGN
-0.33745146,BENIGN
-0.397757,BENIGN
-0.5258044,BENIGN
-0.50658464,BENIGN
-0.40539813,BENIGN
-0.34422523,BENIGN
-0.5476099,BENIGN
-0.3722588,BENIGN
-0.38424662,BENIGN
-0.60015035,BENIGN
-0.34020135,BENIGN
-0.3514849,BENIGN
-0.34065363,BENIGN
-0.33593786,BENIGN
-0.38608313,BENIGN
-0.6637705,BENIGN
-0.37393036,BENIGN
-0.3411645,BENIGN
-0.34867468,BENIGN
-0.5395429,BENIGN
-0.36989748,BENIGN
-0.37898153,BENIGN
-0.40568426,BENIGN
-0.37811399,BENIGN
-0.34585226,BENIGN
-0.4966171,BENIGN
-0.4626621,BENIGN
-0.38655183,BENIGN
-0.34798968,BENIGN
-0.45715988,BENIGN
-0.36558038,BENIGN
-0.57125247,BENIGN
-0.3759295,BENIGN
-0.34404913,BENIGN
-0.34926194,BENIGN
-0.34811088,BENIGN
-0.33971038,BENIGN
-0.5658235,BENIGN
-0.4022774,BENIGN
-0.39230576,BENIGN
-0.5944118,BENIGN
-0.34008956,BENIGN
-0.46306038,BENIGN
-0.3966945,BENIGN
-0.34117877,BENIGN
-0.3563345,BENIGN
-0.33745423,BENIGN
-0.38169003,BENIGN
-0.34912547,BENIGN
-0.33926195,BENIGN
-0.3897865,BENIGN
-0.33773643,BENIGN
-0.34308848,BENIGN
-0.5858442,BENIGN
-0.4705366,BENIGN
-0.3735636,BENIGN
-0.44677526,BENIGN
-0.4416281,BENIGN
-0.55170155,BENIGN
-0.40391764,BENIGN
-0.37950975,BENIGN
-0.4715409,BENIGN
-0.33930892,BENIGN
-0.34413773,BENIGN
-0.3724855,BENIGN
-0.39056203,BENIGN
-0.38780272,BENIGN
-0.49874112,BENIGN
-0.45376587,BENIGN
-0.40573123,BENIGN
-0.34493956,BENIGN
-0.70764375,BENIGN
-0.34081766,BENIGN
-0.38975772,BENIGN
-0.33692136,BENIGN
-0.3334817,BENIGN
-0.38057405,BENIGN
-0.36908072,BENIGN
-0.38569024,BENIGN
-0.4563853,BENIGN
-0.39732283,BENIGN
-0.33699992,BENIGN
-0.39374417,BENIGN
-0.3740371,BENIGN
-0.52771133,BENIGN
-0.53415316,BENIGN
-0.34661776,BENIGN
-0.373716,BENIGN
-0.40345034,BENIGN
-0.3789166,BENIGN
-0.41662207,BENIGN
-0.34305423,BENIGN
-0.40676683,BENIGN
-0.35187408,BENIGN
-0.34869745,BENIGN
-0.3587745,BENIGN
-0.48067254,BENIGN
-0.33319432,BENIGN
-0.36820507,BENIGN
-0.37430254,BENIGN
-0.3438624,BENIGN
-0.36040834,BENIGN
-0.37058964,BENIGN
-0.37642863,BENIGN
-0.35859904,BENIGN
-0.6756851,BENIGN
-0.37211302,BENIGN
-0.3882972,BENIGN
-0.5125151,BENIGN
-0.34587675,BENIGN
-0.38754597,BENIGN
-0.45349205,BENIGN
-0.5456488,BENIGN
-0.33454832,BENIGN
-0.33835042,BENIGN
-0.354041,BENIGN
-0.3372912,BENIGN
-0.36521074,BENIGN
-0.40073794,BENIGN
-0.49780282,BENIGN
-0.4182448,BENIGN
-0.64368635,BENIGN
-0.58228403,BENIGN
-0.5788015,BENIGN
-0.3749392,BENIGN
-0.33925524,BENIGN
-0.3638571,BENIGN
-0.34746188,BENIGN
-0.40498197,BENIGN
-0.42077756,BENIGN
-0.3949128,BENIGN
-0.3537047,BENIGN
-0.47948414,BENIGN
-0.4891351,BENIGN
-0.35579982,BENIGN
-0.44430423,BENIGN
-0.3650678,BENIGN
-0.34868616,BENIGN
-0.39623493,BENIGN
-0.33305994,BENIGN
-0.3573543,BENIGN
-0.53915983,BENIGN
-0.37291196,BENIGN
-0.3338096,BENIGN
-0.37173316,BENIGN
-0.33750364,BENIGN
-0.37476522,BENIGN
-0.4191348,BENIGN
-0.34544092,BENIGN
-0.5098392,BENIGN
-0.5265528,BENIGN
-0.3921964,BENIGN
-0.42806363,BENIGN
-0.38394782,BENIGN
-0.41664085,BENIGN
-0.37273943,BENIGN
-0.36574125,BENIGN
-0.3425872,BENIGN
-0.3411585,BENIGN
-0.37070516,BENIGN
-0.37121657,BENIGN
-0.34370127,BENIGN
-0.4199192,BENIGN
-0.33864298,BENIGN
-0.40630808,BENIGN
-0.3448958,BENIGN
-0.34689352,BENIGN
-0.3507666,BENIGN
-0.3581883,BENIGN
-0.33968168,BENIGN
-0.3672399,BENIGN
-0.3455767,BENIGN
-0.39404663,BENIGN
-0.33735794,BENIGN
-0.38072065,BENIGN
-0.47522655,BENIGN
-0.36783606,BENIGN
-0.3576609,BENIGN
-0.61201334,BENIGN
-0.40651804,BENIGN
-0.34653157,BENIGN
-0.3484372,BENIGN
-0.36142877,BENIGN
-0.4399256,BENIGN
-0.39025134,BENIGN
-0.34353864,BENIGN
-0.33355203,BENIGN
-0.521849,BENIGN
-0.37033403,BENIGN
-0.37172624,BENIGN
-0.33971944,BENIGN
-0.33712658,BENIGN
-0.36993453,BENIGN
-0.3832319,BENIGN
-0.39796868,BENIGN
-0.367324,BENIGN
-0.41868627,BENIGN
-0.39587802,BENIGN
-0.34972656,BENIGN
-0.36951464,BENIGN
-0.39477107,BENIGN
-0.41705024,BENIGN
-0.33578742,BENIGN
-0.3588169,BENIGN
-0.35963768,BENIGN
-0.33706513,BENIGN
-0.34251675,BENIGN
-0.38843095,BENIGN
-0.48799664,BENIGN
-0.35003108,BENIGN
-0.35123205,BENIGN
-0.33713496,BENIGN
-0.33565181,BENIGN
-0.4828454,BENIGN
-0.36830017,BENIGN
-0.5369992,BENIGN
-0.5329262,BENIGN
-0.33537772,BENIGN
-0.3672399,BENIGN
-0.41002882,BENIGN
-0.39483464,BENIGN
-0.37698582,BENIGN
-0.43923622,BENIGN
-0.36688942,BENIGN
-0.3356575,BENIGN
-0.41347733,BENIGN
-0.37993118,BENIGN
-0.52708536,BENIGN
-0.37104872,BENIGN
-0.35899585,BENIGN
-0.3501697,BENIGN
-0.34908268,BENIGN
-0.42657006,BENIGN
-0.3483333,BENIGN
-0.41606048,BENIGN
-0.3434214,BENIGN
-0.34904808,BENIGN
-0.45281342,BENIGN
-0.3793699,BENIGN
-0.38400543,BENIGN
-0.4170013,BENIGN
-0.3563891,BENIGN
-0.37357447,BENIGN
-0.33521232,BENIGN
-0.38789445,BENIGN
-0.33719122,BENIGN
-0.46032098,BENIGN
-0.35272893,BENIGN
-0.3337201,BENIGN
-0.37684983,BENIGN
-0.41290846,BENIGN
-0.3830046,BENIGN
-0.50478446,BENIGN
-0.4995904,BENIGN
-0.3403302,BENIGN
-0.3458654,BENIGN
-0.46778703,BENIGN
-0.36807758,BENIGN
-0.38397506,BENIGN
-0.3447262,BENIGN
-0.3840082,BENIGN
-0.33637813,BENIGN
-0.36086765,BENIGN
-0.3397787,BENIGN
-0.3927473,BENIGN
-0.34400797,BENIGN
-0.45261064,BENIGN
-0.49224702,BENIGN
-0.38835174,BENIGN
-0.38560507,BENIGN
-0.37940064,BENIGN
-0.37110478,BENIGN
-0.34635207,BENIGN
-0.33543426,BENIGN
-0.36454794,BENIGN
-0.46358427,BENIGN
-0.34897372,BENIGN
-0.45864296,BENIGN
-0.36045164,BENIGN
-0.3724847,BENIGN
-0.33891287,BENIGN
-0.4495259,BENIGN
-0.37318283,BENIGN
-0.34588158,BENIGN
-0.41821837,BENIGN
-0.49179113,BENIGN
-0.3729,BENIGN
-0.3712197,BENIGN
-0.34373045,BENIGN
-0.33741936,BENIGN
-0.51257694,BENIGN
-0.33366904,BENIGN
-0.5122956,BENIGN
-0.3588212,BENIGN
-0.36979693,BENIGN
-0.3750674,BENIGN
-0.3554559,BENIGN
-0.42878103,BENIGN
-0.37217847,BENIGN
-0.40223962,BENIGN
-0.35069236,BENIGN
-0.39725915,BENIGN
-0.38964364,BENIGN
-0.39959216,BENIGN
-0.41306475,BENIGN
-0.33213428,BENIGN
-0.34788805,BENIGN
-0.38807473,BENIGN
-0.3494243,BENIGN
-0.34542772,BENIGN
-0.45942166,BENIGN
-0.46083438,BENIGN
-0.35572046,BENIGN
-0.5706109,BENIGN
-0.34374037,BENIGN
-0.3461645,BENIGN
-0.3680122,BENIGN
-0.33519235,BENIGN
-0.3747473,BENIGN
-0.67958176,BENIGN
-0.3697982,BENIGN
-0.3492436,BENIGN
-0.33284852,BENIGN
-0.33876607,BENIGN
-0.38207838,BENIGN
-0.3786326,BENIGN
-0.37216672,BENIGN
-0.37211302,BENIGN
-0.35304385,BENIGN
-0.33605602,BENIGN
-0.37519252,BENIGN
-0.5331751,BENIGN
-0.52381927,BENIGN
-0.33476207,BENIGN
-0.33343002,BENIGN
-0.45115948,BENIGN
-0.34218425,BENIGN
-0.3424277,BENIGN
-0.56134355,BENIGN
-0.47335634,BENIGN
-0.37472066,BENIGN
-0.3727662,BENIGN
-0.36451912,BENIGN
-0.39674747,BENIGN
-0.34962755,BENIGN
-0.3529641,BENIGN
-0.33420217,BENIGN
-0.5619161,BENIGN
-0.36717245,BENIGN
-0.40350756,BENIGN
-0.38750425,BENIGN
-0.34019473,BENIGN
-0.38086694,BENIGN
-0.3509216,BENIGN
-0.5993585,BENIGN
-0.33262792,BENIGN
-0.33617255,BENIGN
-0.56216544,BENIGN
-0.38019103,BENIGN
-0.39042035,BENIGN
-0.33811066,BENIGN
-0.34685364,BENIGN
-0.3713674,BENIGN
-0.38275015,BENIGN
-0.3503442,BENIGN
-0.3387534,BENIGN
-0.39672053,BENIGN
-0.3429923,BENIGN
-0.46848273,BENIGN
-0.3472242,BENIGN
-0.33482704,BENIGN
-0.37012908,BENIGN
-0.37950605,BENIGN
-0.3707715,BENIGN
-0.37278903,BENIGN
-0.3496246,BENIGN
-0.35980046,BENIGN
-0.46392977,BENIGN
-0.36884028,BENIGN
-0.39897212,BENIGN
-0.3487618,BENIGN
-0.38942534,BENIGN
-0.39537865,BENIGN
-0.4015949,BENIGN
-0.3518725,BENIGN
-0.5066619,BENIGN
-0.3331522,BENIGN
-0.35839123,BENIGN
-0.35492104,BENIGN
-0.40350756,BENIGN
-0.36943617,BENIGN
-0.51138324,BENIGN
-0.3709186,BENIGN
-0.47978234,BENIGN
-0.3457256,BENIGN
-0.34792987,BENIGN
-0.34816962,BENIGN
-0.35450065,BENIGN
-0.6184934,BENIGN
-0.34719878,BENIGN
-0.348719,BENIGN
-0.34574652,BENIGN
-0.3340551,BENIGN
-0.39018387,BENIGN
-0.3482585,BENIGN
-0.35286847,BENIGN
-0.4591701,BENIGN
-0.39294383,BENIGN
-0.34541443,BENIGN
-0.3400728,BENIGN
-0.35160476,BENIGN
-0.37123558,BENIGN
-0.42357764,BENIGN
-0.3880905,BENIGN
-0.4094381,BENIGN
-0.46201596,BENIGN
-0.33994484,BENIGN
-0.3871891,BENIGN
-0.37229416,BENIGN
-0.33255255,BENIGN
-0.44133914,BENIGN
-0.46771958,BENIGN
-0.34232318,BENIGN
-0.33879834,BENIGN
-0.38422287,BENIGN
-0.45459422,BENIGN
-0.36504567,BENIGN
-0.34058234,BENIGN
-0.4761369,BENIGN
-0.33434302,BENIGN
-0.39361957,BENIGN
-0.45381084,BENIGN
-0.34367976,BENIGN
-0.41320232,BENIGN
-0.48375067,BENIGN
-0.360726,BENIGN
-0.609029,BENIGN
-0.34092113,BENIGN
-0.5635727,BENIGN
-0.33502936,BENIGN
-0.35086584,BENIGN
-0.34320673,BENIGN
-0.43771976,BENIGN
-0.383476,BENIGN
-0.33840495,BENIGN
-0.38453624,BENIGN
-0.4630837,BENIGN
-0.34761658,BENIGN
-0.40787822,BENIGN
-0.39484343,BENIGN
-0.4410783,BENIGN
-0.37544283,BENIGN
-0.37217742,BENIGN
-0.40884143,BENIGN
-0.3451087,BENIGN
-0.39723462,BENIGN
-0.35777286,BENIGN
-0.4158687,BENIGN
-0.3778841,BENIGN
-0.38903308,BENIGN
-0.38914692,BENIGN
-0.4242987,BENIGN
-0.37369898,BENIGN
-0.37743536,BENIGN
-0.37143,BENIGN
-0.5003718,BENIGN
-0.34015355,BENIGN
-0.35192,BENIGN
-0.3494012,BENIGN
-0.36900958,BENIGN
-0.4579288,BENIGN
-0.34135228,BENIGN
-0.35793936,BENIGN
-0.34202597,BENIGN
-0.36701322,BENIGN
-0.3650459,BENIGN
-0.3945003,BENIGN
-0.41746524,BENIGN
-0.36921158,BENIGN
-0.40350756,BENIGN
-0.36900958,BENIGN
-0.38498136,BENIGN
-0.34760225,BENIGN
-0.4274627,BENIGN
-0.38329825,BENIGN
-0.3770418,BENIGN
-0.39061776,BENIGN
-0.6865545,BENIGN
-0.397111,BENIGN
-0.35803145,BENIGN
-0.4128695,BENIGN
-0.35304832,BENIGN
-0.3350804,BENIGN
-0.37159446,BENIGN
-0.4398259,BENIGN
-0.4644576,BENIGN
-0.40921706,BENIGN
-0.34456336,BENIGN
-0.34500745,BENIGN
-0.51785403,BENIGN
-0.34846953,BENIGN
-0.3934141,BENIGN
-0.40087354,BENIGN
-0.34149352,BENIGN
-0.3954288,BENIGN
-0.4474337,BENIGN
-0.3602891,BENIGN
-0.38259593,BENIGN
-0.333835,BENIGN
-0.374351,BENIGN
-0.4541891,BENIGN
-0.36874476,BENIGN
-0.35418606,BENIGN
-0.37697852,BENIGN
-0.38278097,BENIGN
-0.40458506,BENIGN
-0.43117794,BENIGN
-0.36811754,BENIGN
-0.46629888,BENIGN
-0.348449,BENIGN
-0.6107787,BENIGN
-0.3412689,BENIGN
-0.49918297,BENIGN
-0.4001315,BENIGN
-0.40656507,BENIGN
-0.34711415,BENIGN
-0.3445392,BENIGN
-0.36457047,BENIGN
-0.47875732,BENIGN
-0.5439486,BENIGN
-0.54895127,BENIGN
-0.39185873,BENIGN
-0.36647144,BENIGN
-0.37076178,BENIGN
-0.42898777,BENIGN
-0.4541538,BENIGN
-0.3394492,BENIGN
-0.33820823,BENIGN
-0.35701707,BENIGN
-0.34713688,BENIGN
-0.40490195,BENIGN
-0.35418552,BENIGN
-0.3747325,BENIGN
-0.37868482,BENIGN
-0.3459964,BENIGN
-0.4040148,BENIGN
-0.414274,BENIGN
-0.3535205,BENIGN
-0.38610956,BENIGN
-0.47071698,BENIGN
-0.36941603,BENIGN
-0.41063914,BENIGN
-0.41181734,BENIGN
-0.3574539,BENIGN
-0.4464962,BENIGN
-0.36175957,BENIGN
-0.34340295,BENIGN
-0.62692195,BENIGN
-0.3932478,BENIGN
-0.3350049,BENIGN
-0.34253213,BENIGN
-0.33763814,BENIGN
-0.37163183,BENIGN
-0.35768172,BENIGN
-0.34709364,BENIGN
-0.37435338,BENIGN
-0.34359384,BENIGN
-0.36921158,BENIGN
-0.33349097,BENIGN
-0.51065004,BENIGN
-0.34834942,BENIGN
-0.3509516,BENIGN
-0.5495646,BENIGN
-0.39091602,BENIGN
-0.35524616,BENIGN
-0.3957246,BENIGN
-0.3699249,BENIGN
-0.3410519,BENIGN
-0.3795764,BENIGN
-0.36456388,BENIGN
-0.36722922,BENIGN
-0.35687992,BENIGN
-0.34712738,BENIGN
-0.34387538,BENIGN
-0.40072104,BENIGN
-0.5400923,BENIGN
-0.3436898,BENIGN
-0.34470144,BENIGN
-0.43147415,BENIGN
-0.3918924,BENIGN
-0.467377,BENIGN
-0.35944602,BENIGN
-0.37993172,BENIGN
-0.45560098,BENIGN
-0.47332212,BENIGN
-0.34074107,BENIGN
-0.34574953,BENIGN
-0.3905195,BENIGN
-0.3923785,BENIGN
-0.3387409,BENIGN
-0.35019073,BENIGN
-0.35735497,BENIGN
-0.5145322,BENIGN
-0.5329611,BENIGN
-0.33834895,BENIGN
-0.33359224,BENIGN
-0.37028328,BENIGN
-0.4125047,BENIGN
-0.47074875,BENIGN
-0.33677447,BENIGN
-0.54530156,BENIGN
-0.39753452,BENIGN
-0.39406955,BENIGN
-0.34312138,BENIGN
-0.348449,BENIGN
-0.34431094,BENIGN
-0.6789633,BENIGN
-0.33603472,BENIGN
-0.37003475,BENIGN
-0.33723107,BENIGN
-0.53253204,BENIGN
-0.33616763,BENIGN
-0.3351967,BENIGN
-0.33907983,BENIGN
-0.34182024,BENIGN
-0.37494457,BENIGN
-0.37647778,BENIGN
-0.5068588,BENIGN
-0.3417258,BENIGN
-0.38912892,BENIGN
-0.4069634,BENIGN
-0.40309238,BENIGN
-0.3719192,BENIGN
-0.44915384,BENIGN
-0.47912267,BENIGN
-0.36092943,BENIGN
-0.39303216,BENIGN
-0.33437222,BENIGN
-0.38994706,BENIGN
-0.41323194,BENIGN
-0.33738256,BENIGN
-0.33575383,BENIGN
-0.34419328,BENIGN
-0.33716196,BENIGN
-0.4898979,BENIGN
-0.34057593,BENIGN
-0.36863852,BENIGN
-0.54448485,BENIGN
-0.38428956,BENIGN
-0.49857527,BENIGN
-0.42206356,BENIGN
-0.3435951,BENIGN
-0.561285,BENIGN
-0.38860527,BENIGN
-0.3940934,BENIGN
-0.33720145,BENIGN
-0.33344314,BENIGN
-0.33298045,BENIGN
-0.39892644,BENIGN
-0.33340907,BENIGN
-0.33476475,BENIGN
-0.37116498,BENIGN
-0.33504686,BENIGN
-0.47518998,BENIGN
-0.34738648,BENIGN
-0.3364461,BENIGN
-0.39595863,BENIGN
-0.35157743,BENIGN
-0.33308157,BENIGN
-0.3853784,BENIGN
-0.34345016,BENIGN
-0.41320628,BENIGN
-0.34381506,BENIGN
-0.37010846,BENIGN
-0.36952907,BENIGN
-0.38681215,BENIGN
-0.39163494,BENIGN
-0.33320534,BENIGN
-0.41093597,BENIGN
-0.54811144,BENIGN
-0.34240344,BENIGN
-0.34450257,BENIGN
-0.34117633,BENIGN
-0.33712688,BENIGN
-0.33496413,BENIGN
-0.34434736,BENIGN
-0.347554,BENIGN
-0.38168782,BENIGN
-0.36938974,BENIGN
-0.37070143,BENIGN
-0.33137536,BENIGN
-0.35428807,BENIGN
-0.3697867,BENIGN
-0.38046032,BENIGN
-0.43288684,BENIGN
-0.45223546,BENIGN
-0.6893566,BENIGN
-0.34349114,BENIGN
-0.33616763,BENIGN
-0.34418976,BENIGN
-0.3548726,BENIGN
-0.57938755,BENIGN
-0.35301432,BENIGN
-0.358757,BENIGN
-0.566965,BENIGN
-0.3854064,BENIGN
-0.33903,BENIGN
-0.36574402,BENIGN
-0.36666676,BENIGN
-0.41925323,BENIGN
-0.35571343,BENIGN
-0.37058347,BENIGN
-0.3442669,BENIGN
-0.3567621,BENIGN
-0.37511715,BENIGN
-0.36797237,BENIGN
-0.3490133,BENIGN
-0.37484196,BENIGN
-0.33091873,BENIGN
-0.497418,BENIGN
-0.3432268,BENIGN
-0.39131382,BENIGN
-0.35828698,BENIGN
-0.37150085,BENIGN
-0.5210384,BENIGN
-0.5158643,BENIGN
-0.3462922,BENIGN
-0.53174806,BENIGN
-0.339439,BENIGN
-0.3909497,BENIGN
-0.3458654,BENIGN
-0.5837518,BENIGN
-0.3669519,BENIGN
-0.38543063,BENIGN
-0.3521706,BENIGN
-0.33314684,BENIGN
-0.39846042,BENIGN
-0.42022195,BENIGN
-0.35199964,BENIGN
-0.3552836,BENIGN
-0.36984918,BENIGN
-0.35091302,BENIGN
-0.4214658,BENIGN
-0.4412886,BENIGN
-0.33382818,BENIGN
-0.3950924,BENIGN
-0.37928203,BENIGN
-0.36039594,BENIGN
-0.47380143,BENIGN
-0.34941143,BENIGN
-0.34644738,BENIGN
-0.3371126,BENIGN
-0.36659962,BENIGN
-0.54698807,BENIGN
-0.40478057,BENIGN
-0.3524,BENIGN
-0.3936095,BENIGN
-0.3899389,BENIGN
-0.35292423,BENIGN
-0.33166823,BENIGN
-0.4511701,BENIGN
-0.5722246,BENIGN
-0.3551151,BENIGN
-0.48028848,BENIGN
-0.5041192,BENIGN
-0.42827106,BENIGN
-0.34016126,BENIGN
-0.36940277,BENIGN
-0.34979218,BENIGN
-0.5896184,BENIGN
-0.3774734,BENIGN
-0.36845025,BENIGN
-0.3925157,BENIGN
-0.34338337,BENIGN
-0.38784724,BENIGN
-0.34912547,BENIGN
-0.36948332,BENIGN
-0.33414155,BENIGN
-0.3458654,BENIGN
-0.44037905,BENIGN
-0.69437855,BENIGN
-0.46250877,BENIGN
-0.43259922,BENIGN
-0.3730501,BENIGN
-0.379632,BENIGN
-0.35066915,BENIGN
-0.4452925,BENIGN
-0.3948227,BENIGN
-0.38058135,BENIGN
-0.36697116,BENIGN
-0.3836912,BENIGN
-0.33193702,BENIGN
-0.3402485,BENIGN
-0.34795138,BENIGN
-0.3967088,BENIGN
-0.4483032,BENIGN
-0.3448251,BENIGN
-0.36056608,BENIGN
-0.39856791,BENIGN
-0.3537775,BENIGN
-0.4642157,BENIGN
-0.34235585,BENIGN
-0.37058663,BENIGN
-0.38275015,BENIGN
-0.36901063,BENIGN
-0.4312793,BENIGN
-0.33387867,BENIGN
-0.3733553,BENIGN
-0.33931267,BENIGN
-0.36931017,BENIGN
-0.3678877,BENIGN
-0.34407073,BENIGN
-0.58852935,BENIGN
-0.361537,BENIGN
-0.37199777,BENIGN
